,property_type,sector,price,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
2500,flat,sector 54,1.75,3.0,4.0,3+,Medium Floor,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium
2501,flat,sohna road,0.9,3.0,3.0,3,Medium Floor,Relatively New,1868.0,0.0,0.0,0.0,1.0,0.0,0.0,High
2502,flat,sector 103,1.01,2.0,2.0,3,Medium Floor,Relatively New,1451.0,0.0,0.0,1.0,0.0,0.0,1.0,High
2503,house,sector 82,3.2,3.0,4.0,3, Low Floor,New Property,2160.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium
2504,flat,sector 106,0.97,2.0,2.0,3,Medium Floor,New Property,1200.0,0.0,0.0,0.0,1.0,0.0,1.0,High
2505,flat,sector 92,0.82,3.0,3.0,3+,High Floor,Relatively New,1523.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2506,house,sector 8,0.32,2.0,3.0,1, Low Floor,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2507,flat,sector 86,1.4,4.0,4.0,3+,High Floor,Relatively New,2119.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium
2508,flat,sector 70,2.35,4.0,4.0,3+,Medium Floor,Moderately Old,3116.0,0.0,1.0,0.0,0.0,0.0,0.0,High
2509,flat,sector 33,3.3,3.0,3.0,3, Low Floor,Under Construction,3116.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium
2510,flat,sector 61,2.0,3.0,3.0,2,Medium Floor,New Property,2011.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
2511,flat,sector 82a,2.7,4.0,4.0,3+,High Floor,Moderately Old,2006.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
2512,house,sector 82,5.0,4.0,4.0,3+,Medium Floor,Relatively New,3240.0,0.0,1.0,1.0,1.0,0.0,0.0,Low
2513,flat,sector 72,3.4,3.0,4.0,3+,Medium Floor,Moderately Old,2185.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
2514,flat,sector 111,3.9,4.0,5.0,3+,Medium Floor,Relatively New,3264.0,0.0,1.0,0.0,0.0,0.0,2.0,High
2515,flat,sector 66,1.51,2.0,2.0,2,Medium Floor,Relatively New,1188.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium
2516,flat,sector 86,1.6,3.0,3.0,1,High Floor,Relatively New,1735.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
2517,flat,sector 92,1.25,3.0,3.0,3,High Floor,Under Construction,2661.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
2518,flat,sohna road,0.4,2.0,2.0,1, Low Floor,New Property,781.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
2519,flat,sector 37,1.1,3.0,4.0,3,Medium Floor,Relatively New,2058.0,1.0,1.0,0.0,0.0,0.0,0.0,Low
2520,flat,sector 83,1.0,3.0,3.0,2, Low Floor,Relatively New,1565.0,0.0,0.0,1.0,0.0,0.0,1.0,High
2521,flat,sector 79,1.93,3.0,4.0,3+,Medium Floor,Relatively New,2035.0,0.0,1.0,0.0,0.0,0.0,0.0,High
2522,flat,sector 85,1.05,2.0,2.0,3+,Medium Floor,Relatively New,1503.0,0.0,0.0,1.0,0.0,0.0,0.0,High
2523,flat,sector 68,0.82,2.0,2.0,3+,High Floor,Under Construction,1061.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
2524,flat,sector 85,0.55,2.0,2.0,2,Medium Floor,Relatively New,1050.0,0.0,0.0,0.0,0.0,1.0,0.0,High
2525,house,sector 103,3.15,4.0,5.0,0,High Floor,Relatively New,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2526,flat,sector 102,1.6,3.0,3.0,3,Medium Floor,Relatively New,1406.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2527,flat,sector 47,2.4,3.0,3.0,3+,Medium Floor,Moderately Old,1876.0,0.0,1.0,0.0,0.0,0.0,1.0,High
2528,flat,sector 90,1.3,4.0,5.0,2,Medium Floor,Relatively New,2298.0,1.0,1.0,0.0,0.0,0.0,0.0,High
2529,house,sector 106,5.6,5.0,4.0,3+,High Floor,New Property,4000.0,1.0,1.0,1.0,1.0,0.0,0.0,High
2530,flat,sector 48,1.8,3.0,4.0,3,Medium Floor,Moderately Old,2280.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium
2531,flat,sector 109,1.68,3.0,3.0,3+,Medium Floor,Moderately Old,2289.0,0.0,1.0,0.0,0.0,0.0,0.0,High
2532,house,sector 49,6.75,5.0,4.0,2, Low Floor,New Property,4500.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
2533,flat,sector 76,1.46,4.0,6.0,3+,Medium Floor,New Property,2384.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
2534,flat,sector 78,1.2,3.0,3.0,2,Medium Floor,Moderately Old,2211.0,0.0,0.0,0.0,1.0,0.0,2.0,Low
2535,flat,sector 11,0.36,2.0,2.0,0,High Floor,Relatively New,699.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2536,flat,sohna road,0.25,2.0,2.0,1, Low Floor,Relatively New,625.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
2537,flat,sector 4,0.39,2.0,2.0,1, Low Floor,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2538,house,sector 7,0.45,3.0,2.0,0, Low Floor,Old Property,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2539,house,sector 11,0.9,2.0,4.0,3+,Medium Floor,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2540,flat,sector 85,1.3,2.0,2.0,2,High Floor,New Property,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2541,flat,sector 90,2.0,4.0,4.0,3+,High Floor,Moderately Old,2453.0,0.0,1.0,0.0,0.0,1.0,0.0,Low
2542,flat,sector 72,3.85,4.0,5.0,3+,High Floor,Relatively New,2613.0,0.0,1.0,0.0,0.0,0.0,1.0,High
2543,flat,sector 107,0.28,2.0,2.0,2,Medium Floor,Relatively New,635.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2544,flat,sector 92,0.5,2.0,2.0,2, Low Floor,Relatively New,900.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
2545,flat,sector 70,0.53,2.0,2.0,2,Medium Floor,Under Construction,985.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
2546,flat,sector 70a,1.3,2.0,2.0,3,High Floor,Moderately Old,1554.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
2547,flat,sector 89,1.2,3.0,3.0,2, Low Floor,New Property,1847.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2548,flat,sector 112,2.5,2.0,2.0,3,Medium Floor,Relatively New,1939.03,1.0,0.0,0.0,1.0,0.0,1.0,High
2549,flat,sector 88,0.92,2.0,2.0,3,Medium Floor,New Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2550,house,sector 12,2.9,7.0,7.0,3, Low Floor,Old Property,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2551,flat,sector 68,1.25,2.0,2.0,3,Medium Floor,New Property,999.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2552,flat,sector 102,2.1,3.0,4.0,3+,Medium Floor,Relatively New,1933.0,1.0,1.0,0.0,0.0,0.0,0.0,Medium
2553,house,sector 23,5.65,7.0,7.0,3+, Low Floor,Moderately Old,5000.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium
2554,flat,sector 106,1.25,3.0,4.0,3,High Floor,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,0.0,High
2555,flat,sector 102,1.3,3.0,3.0,3,Medium Floor,Relatively New,1406.0,0.0,1.0,0.0,0.0,0.0,1.0,High
2556,flat,sector 90,1.2,3.0,3.0,3+,High Floor,Relatively New,1736.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2557,flat,sector 11,0.33,2.0,2.0,0,High Floor,Relatively New,761.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2558,flat,gwal pahari,1.38,3.0,3.0,2, Low Floor,Relatively New,1286.0,0.0,0.0,0.0,0.0,0.0,1.0,High
2559,flat,sector 37,1.2,3.0,4.0,3,Medium Floor,Relatively New,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2560,flat,sector 2,1.55,3.0,4.0,3+,Medium Floor,Old Property,1727.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
2561,flat,sector 85,1.04,2.0,2.0,3,High Floor,New Property,1550.0,0.0,0.0,0.0,0.0,1.0,0.0,High
2562,flat,sector 2,1.0,2.0,3.0,0, Low Floor,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2563,flat,manesar,1.65,4.0,3.0,3,Medium Floor,New Property,3635.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
2564,flat,sector 102,1.91,3.0,4.0,2,High Floor,Relatively New,1697.0,1.0,1.0,0.0,0.0,0.0,1.0,High
2565,flat,sector 2,0.35,2.0,2.0,2,Medium Floor,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2566,flat,sector 106,1.4,3.0,4.0,3+,High Floor,Under Construction,1583.0,1.0,1.0,0.0,0.0,1.0,0.0,Medium
2567,flat,sector 28,1.35,2.0,2.0,2,High Floor,Old Property,1120.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium
2568,flat,sector 37,1.0,3.0,3.0,3+,Medium Floor,Relatively New,1995.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
2569,house,sector 37d,1.27,3.0,3.0,3,Medium Floor,Under Construction,1570.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
2570,flat,gwal pahari,1.0,2.0,2.0,2,Medium Floor,New Property,974.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
2571,flat,sector 83,1.04,3.0,2.0,2, Low Floor,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2572,flat,sector 78,0.95,3.0,3.0,2,Medium Floor,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
2573,house,sector 12,1.7,5.0,5.0,3,Medium Floor,Moderately Old,2000.0,0.0,0.0,0.0,1.0,1.0,0.0,Low
2574,flat,sector 67,3.15,3.0,4.0,3+,High Floor,Relatively New,2206.0,0.0,1.0,0.0,1.0,0.0,1.0,High
2575,flat,sector 109,1.97,4.0,4.0,2,High Floor,Relatively New,2366.0,0.0,1.0,0.0,1.0,0.0,0.0,Low
2576,flat,sector 68,1.32,2.0,2.0,3,High Floor,Relatively New,1356.0,1.0,0.0,0.0,0.0,0.0,0.0,High
2577,flat,sector 2,1.36,3.0,3.0,3+,Medium Floor,Moderately Old,1601.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2578,flat,sector 104,1.58,2.0,3.0,3,High Floor,Relatively New,1529.0,0.0,1.0,0.0,0.0,0.0,0.0,High
2579,house,sector 3,0.6,1.0,1.0,0, Low Floor,Old Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2580,house,sector 57,3.3,4.0,4.0,2,Medium Floor,Moderately Old,1728.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium
2581,flat,sector 83,0.87,2.0,2.0,2,Medium Floor,Moderately Old,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2582,flat,sector 93,0.85,2.0,2.0,0,Medium Floor,Relatively New,597.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2583,flat,sector 89,1.71,3.0,2.0,0,Medium Floor,New Property,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2584,flat,sector 81,0.4,2.0,2.0,1,High Floor,Relatively New,635.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2585,flat,sector 107,1.45,3.0,4.0,3+,Medium Floor,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
2586,flat,sector 106,1.34,4.0,5.0,3+,Medium Floor,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
2587,flat,sector 81,1.4,3.0,3.0,3+,Medium Floor,Relatively New,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2588,house,sector 14,5.5,5.0,4.0,2, Low Floor,Old Property,3240.0,1.0,0.0,0.0,0.0,0.0,0.0,Low
2589,flat,sector 65,1.95,2.0,2.0,3,High Floor,Under Construction,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2590,flat,sector 102,1.45,3.0,3.0,3,Medium Floor,Relatively New,1406.0,0.0,1.0,0.0,0.0,0.0,0.0,High
2591,flat,sector 14,1.7,5.0,5.0,2, Low Floor,Old Property,2986.0,1.0,0.0,1.0,1.0,0.0,2.0,Medium
2592,flat,sector 69,1.37,3.0,3.0,1,High Floor,Relatively New,1708.0,0.0,0.0,0.0,1.0,0.0,0.0,High
2593,flat,sector 23,0.16,2.0,2.0,2, Low Floor,Moderately Old,702.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2594,flat,sector 110,4.49,5.0,5.0,3+,Medium Floor,Relatively New,3490.0,0.0,1.0,0.0,0.0,0.0,0.0,High
2595,flat,sector 2,0.98,2.0,2.0,3, Low Floor,Moderately Old,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2596,flat,sector 37,0.66,2.0,2.0,3+,High Floor,Relatively New,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2597,flat,sector 90,1.8,4.0,4.0,3+,High Floor,Moderately Old,2453.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2598,flat,sector 37,0.33,2.0,2.0,1,Medium Floor,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,High
2599,flat,sector 110,4.0,4.0,4.0,3,High Floor,New Property,3350.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2600,flat,sector 93,1.45,3.0,4.0,2,High Floor,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,High
2601,flat,sector 63a,3.3,3.0,3.0,3,Medium Floor,Under Construction,2150.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
2602,flat,sohna road,0.54,2.0,2.0,3,Medium Floor,New Property,723.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2603,flat,sector 92,1.3,4.0,4.0,0,Medium Floor,Relatively New,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2604,flat,sector 95,0.92,3.0,3.0,3+,High Floor,New Property,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2605,flat,sector 30,1.3,3.0,3.0,2, Low Floor,Old Property,1518.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2606,flat,sector 3,0.5,2.0,2.0,1, Low Floor,Old Property,844.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
2607,house,sector 7,0.27,2.0,2.0,1, Low Floor,Moderately Old,225.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2608,flat,sector 86,0.41,2.0,2.0,1,Medium Floor,New Property,650.0,1.0,1.0,0.0,1.0,1.0,0.0,Low
2609,flat,sector 81,2.5,3.0,3.0,2,Medium Floor,Relatively New,2130.0,0.0,1.0,0.0,0.0,0.0,2.0,Medium
2610,flat,sector 69,1.55,3.0,3.0,2,Medium Floor,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,1.0,High
2611,flat,sector 63,0.88,1.0,1.0,2,Medium Floor,New Property,804.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2612,flat,sector 79,1.33,2.0,2.0,3,Medium Floor,Relatively New,1402.0,1.0,0.0,0.0,0.0,0.0,0.0,High
2613,flat,sector 79,1.34,2.0,2.0,3, Low Floor,Relatively New,1414.0,1.0,0.0,0.0,0.0,0.0,0.0,High
2614,flat,sector 56,1.35,3.0,3.0,3+,Medium Floor,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,High
2615,flat,sector 82a,2.95,4.0,5.0,3+,Medium Floor,Relatively New,2262.0,0.0,1.0,0.0,0.0,0.0,2.0,High
2616,flat,sector 47,2.4,3.0,4.0,3+,Medium Floor,Moderately Old,2074.0,0.0,1.0,0.0,0.0,0.0,0.0,High
2617,flat,sohna road,0.54,2.0,1.0,3, Low Floor,New Property,967.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2618,flat,sector 83,1.08,3.0,3.0,2,High Floor,Relatively New,1561.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
2619,flat,sector 82,3.0,4.0,6.0,3+,High Floor,Relatively New,4399.0,0.0,1.0,0.0,1.0,0.0,1.0,High
2620,flat,sector 85,2.0,3.0,4.0,3,Medium Floor,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
2621,flat,sector 106,1.15,3.0,4.0,3+,High Floor,Relatively New,1186.0,1.0,1.0,0.0,0.0,0.0,1.0,High
2622,house,sector 109,5.7,4.0,5.0,3+,Medium Floor,Relatively New,5400.0,1.0,1.0,1.0,1.0,0.0,0.0,High
2623,flat,sector 80,1.6,3.0,3.0,3,Medium Floor,Moderately Old,2035.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
2624,flat,sector 79,1.45,3.0,3.0,3,Medium Floor,Relatively New,2525.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2625,flat,sector 113,1.55,2.0,2.0,3, Low Floor,New Property,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2626,flat,sector 99,0.3,2.0,1.0,2,Medium Floor,New Property,554.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2627,flat,sector 67a,1.3,2.0,2.0,2, Low Floor,New Property,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2628,flat,sector 36,0.82,3.0,2.0,3, Low Floor,New Property,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2629,flat,sector 92,0.9,4.0,5.0,3+,High Floor,Relatively New,1682.0,0.0,1.0,0.0,0.0,1.0,0.0,Medium
2630,flat,sector 113,6.0,5.0,6.0,3+,High Floor,Moderately Old,8522.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2631,flat,sector 90,1.9,4.0,4.0,3+,Medium Floor,Relatively New,2453.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium
2632,flat,sector 9,1.25,4.0,3.0,3, Low Floor,Old Property,2344.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
2633,flat,sector 36,2.3,2.0,2.0,2,High Floor,New Property,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2634,flat,sector 33,1.39,3.0,2.0,3+,High Floor,Under Construction,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2635,flat,sector 37,1.44,3.0,3.0,3+, Low Floor,Relatively New,1934.0,1.0,1.0,0.0,0.0,1.0,0.0,Low
2636,flat,sector 85,1.75,3.0,4.0,3,Medium Floor,Relatively New,2166.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
2637,flat,sector 81,0.48,2.0,2.0,1,High Floor,Relatively New,592.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
2638,flat,sector 79,1.28,3.0,3.0,3,Medium Floor,Relatively New,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2639,flat,sector 99,0.92,2.0,2.0,3+,High Floor,Under Construction,1228.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2640,flat,sector 37,0.95,2.0,2.0,3+,High Floor,Relatively New,1271.0,0.0,0.0,1.0,1.0,0.0,1.0,High
2641,house,sector 39,1.6,1.0,1.0,2, Low Floor,Old Property,892.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2642,flat,sector 67,2.7,4.0,4.0,3+,Medium Floor,Moderately Old,2114.0,0.0,1.0,0.0,1.0,0.0,1.0,High
2643,flat,sector 92,1.0,4.0,4.0,3,High Floor,New Property,1817.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2644,flat,sector 83,1.42,4.0,4.0,3,Medium Floor,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,High
2645,flat,sector 39,2.0,3.0,3.0,3+, Low Floor,Old Property,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2646,flat,sector 102,2.5,3.0,4.0,3+,High Floor,New Property,1933.0,1.0,1.0,0.0,0.0,0.0,1.0,Medium
2647,flat,sector 107,0.28,2.0,2.0,2,High Floor,Relatively New,635.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2648,flat,sector 69,1.76,4.0,4.0,2,Medium Floor,Relatively New,1808.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2649,flat,sector 83,1.8,3.0,3.0,3+,Medium Floor,Relatively New,1709.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2650,flat,sector 14,1.7,5.0,5.0,2, Low Floor,Old Property,2986.0,1.0,0.0,1.0,1.0,0.0,2.0,Medium
2651,flat,sector 65,2.65,3.0,3.0,3,Medium Floor,Relatively New,2142.0,1.0,1.0,0.0,0.0,0.0,0.0,Low
2652,flat,sector 78,0.69,2.0,2.0,2,High Floor,Moderately Old,1662.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2653,flat,sector 104,2.5,4.0,4.0,3+,High Floor,New Property,2834.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
2654,flat,sector 113,2.0,3.0,3.0,2,High Floor,Under Construction,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2655,flat,sector 37d,1.1,3.0,3.0,3,Medium Floor,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2656,flat,sector 89,1.42,3.0,3.0,2,Medium Floor,New Property,1847.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2657,flat,sector 79,1.41,2.0,2.0,3,Medium Floor,New Property,2041.0,1.0,0.0,0.0,0.0,0.0,0.0,High
2658,flat,sector 89,1.16,3.0,2.0,3, Low Floor,New Property,992.0,1.0,0.0,0.0,0.0,0.0,0.0,Low
2659,flat,sector 102,1.9,3.0,3.0,3+,High Floor,New Property,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,High
2660,flat,sector 103,1.2,2.0,2.0,3,Medium Floor,Moderately Old,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2661,house,sector 33,9.55,6.0,7.0,3+, Low Floor,Relatively New,4950.0,1.0,1.0,1.0,1.0,0.0,1.0,High
2662,flat,sector 86,0.43,2.0,2.0,1,Medium Floor,New Property,650.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium
2663,flat,sector 37d,1.75,4.0,4.0,3,Medium Floor,Relatively New,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,High
2664,house,sector 4,3.3,3.0,3.0,2, Low Floor,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2665,flat,sector 109,1.7,3.0,3.0,3,High Floor,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2666,flat,sector 109,1.63,3.0,3.0,2,Medium Floor,Relatively New,2289.0,0.0,1.0,0.0,0.0,0.0,0.0,High
2667,flat,sector 112,3.65,3.0,5.0,2,Medium Floor,Relatively New,2800.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium
2668,house,sector 7,2.25,5.0,3.0,0, Low Floor,Old Property,148.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2669,flat,sector 83,1.1,3.0,3.0,2,Medium Floor,Relatively New,1579.0,1.0,0.0,1.0,1.0,0.0,1.0,High
2670,flat,sector 91,1.8,3.0,3.0,3+, Low Floor,Relatively New,3012.0,0.0,0.0,0.0,1.0,0.0,2.0,Low
2671,flat,sector 61,1.6,2.0,2.0,2,Medium Floor,Under Construction,1493.0,1.0,0.0,0.0,0.0,0.0,0.0,Low
2672,house,sector 12,1.7,3.0,3.0,0, Low Floor,Old Property,200.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2673,flat,sector 12,1.15,3.0,4.0,2, Low Floor,Old Property,2000.0,0.0,1.0,0.0,0.0,1.0,0.0,Low
2674,house,sector 23,5.1,3.0,2.0,0, Low Floor,Old Property,3078.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
2675,flat,sector 85,1.22,2.0,2.0,3,High Floor,Relatively New,1300.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium
2676,flat,sector 108,1.0,2.0,2.0,2, Low Floor,Relatively New,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2677,flat,sector 81,0.48,2.0,2.0,1,Medium Floor,Relatively New,664.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
2678,flat,sector 2,0.8,3.0,2.0,3,Medium Floor,Moderately Old,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2679,house,sector 7,3.0,7.0,7.0,0,Medium Floor,Old Property,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2680,flat,sector 90,1.75,4.0,4.0,3+,Medium Floor,Relatively New,1992.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
2681,flat,sector 107,0.8,2.0,2.0,3+,Medium Floor,Relatively New,1229.0,0.0,0.0,0.0,0.0,0.0,1.0,High
2682,house,sector 2,0.35,2.0,2.0,0, Low Floor,New Property,701.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2683,flat,sector 43,2.0,3.0,3.0,2,Medium Floor,Moderately Old,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2684,flat,sector 69,1.8,3.0,3.0,3,High Floor,Under Construction,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2685,flat,sector 81,4.0,4.0,5.0,3+,High Floor,Relatively New,3778.0,0.0,1.0,0.0,0.0,0.0,1.0,High
2686,house,sector 4,2.3,4.0,4.0,3, Low Floor,Old Property,160.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
2687,flat,sector 85,1.91,4.0,6.0,3,Medium Floor,Relatively New,3890.0,0.0,1.0,0.0,0.0,0.0,0.0,High
2688,flat,sector 85,1.2,2.0,2.0,3,High Floor,Relatively New,1475.0,0.0,0.0,0.0,0.0,0.0,1.0,High
2689,flat,sector 65,1.75,3.0,3.0,3,Medium Floor,Relatively New,1153.0,0.0,1.0,0.0,0.0,0.0,1.0,High
2690,flat,sector 90,0.47,2.0,2.0,1, Low Floor,New Property,896.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2691,flat,sector 112,3.29,3.0,3.0,3+, Low Floor,Relatively New,2225.56,0.0,1.0,0.0,0.0,0.0,1.0,High
2692,flat,sector 7,0.45,2.0,2.0,1,Medium Floor,Relatively New,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2693,flat,sector 37,0.35,2.0,2.0,1,Medium Floor,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,High
2694,flat,sector 24,6.5,4.0,5.0,3+,Medium Floor,New Property,4543.0,0.0,1.0,0.0,0.0,0.0,2.0,Low
2695,flat,sector 85,1.07,2.0,2.0,3,High Floor,Relatively New,1475.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
2696,flat,sohna road,0.21,1.0,1.0,0, Low Floor,Relatively New,484.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2697,flat,sector 108,1.3,3.0,3.0,3+,Medium Floor,Relatively New,1802.0,1.0,0.0,0.0,0.0,0.0,0.0,High
2698,flat,sector 33,0.4,2.0,2.0,2,Medium Floor,Under Construction,623.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
2699,flat,sector 82,1.37,3.0,3.0,3,High Floor,Relatively New,2000.0,1.0,1.0,0.0,1.0,0.0,1.0,High
2700,flat,sector 92,0.42,2.0,2.0,1,Medium Floor,Relatively New,767.0,1.0,0.0,0.0,1.0,0.0,1.0,Low
2701,flat,sector 90,1.3,3.0,3.0,3+,Medium Floor,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,High
