property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price_per_sqft,bath_bed_ratio,price_log
house,sector 5,3.5,5.0,4.0,2,Old Property,2367.0,0.0,0.0,unfurnished,Low,0.001478664976763836,0.8,1.504077396776274
flat,sector 21,1.3,5.0,5.0,2,Old Property,2400.0,1.0,1.0,semiunfurnished,Low,0.0005416666666666666,1.0,0.832909122935104
house,sector 15,1.8,4.0,3.0,1,Old Property,1800.0,0.0,0.0,unfurnished,Low,0.001,0.75,1.0296194171811581
flat,sector 99,1.23,3.0,5.0,3,Relatively New,1796.0,1.0,0.0,unfurnished,High,0.0006848552338530067,1.6666666666666667,0.8020015854720274
flat,sector 92,0.85,3.0,2.0,2,Relatively New,1261.0,0.0,0.0,unfurnished,Low,0.0006740681998413957,0.6666666666666666,0.6151856390902334
flat,sector 22,3.99,3.0,5.0,3+,New Property,2780.0,1.0,0.0,furnished,High,0.0014352517985611513,1.6666666666666667,1.6074359097634272
flat,sector 84,0.3,1.0,1.0,1,New Property,584.0,0.0,0.0,semiunfurnished,Low,0.0005136986301369863,1.0,0.262364264467491
flat,sector 79,0.83,2.0,2.0,3,New Property,1986.0,0.0,0.0,furnished,Low,0.0004179254783484391,1.0,0.6043159668533296
flat,sector 37d,0.6,2.0,2.0,3,New Property,679.0,0.0,0.0,unfurnished,Low,0.0008836524300441826,1.0,0.4700036292457355
house,sector 9,4.5,9.0,9.0,3+,Relatively New,3150.0,0.0,0.0,semiunfurnished,Low,0.0014285714285714286,1.0,1.7047480922384253
flat,sector 84,0.35,2.0,2.0,2,Relatively New,627.0,0.0,0.0,unfurnished,Low,0.0005582137161084529,1.0,0.30010459245033805
flat,sector 95,0.45,2.0,2.0,2,New Property,739.0,0.0,0.0,semiunfurnished,Low,0.0006089309878213803,1.0,0.37156355643248307
flat,sector 89,1.85,3.0,3.0,3+,New Property,1934.0,1.0,0.0,unfurnished,Low,0.0009565667011375388,1.0,1.0473189942805592
flat,sector 61,1.6,2.0,2.0,2,Under Construction,1493.0,0.0,0.0,unfurnished,Low,0.001071667782987274,1.0,0.9555114450274363
flat,sector 84,0.79,3.0,3.0,3+,New Property,1552.0,0.0,0.0,unfurnished,Low,0.0005090206185567011,1.0,0.5822156198526636
flat,sector 36,0.65,2.0,2.0,2,Relatively New,653.0,0.0,0.0,unfurnished,Medium,0.000995405819295559,1.0,0.5007752879124893
flat,sector 85,2.0,3.0,4.0,3,Relatively New,2177.0,1.0,0.0,unfurnished,High,0.0009186954524575103,1.3333333333333333,1.0986122886681096
house,sector 9,0.5,3.0,2.0,1,Relatively New,822.0,0.0,0.0,unfurnished,Low,0.0006082725060827251,0.6666666666666666,0.4054651081081644
flat,sector 89,1.5,3.0,3.0,3,New Property,2272.0,0.0,0.0,unfurnished,Low,0.0006602112676056338,1.0,0.916290731874155
flat,sector 90,1.51,4.0,4.0,3+,Relatively New,2362.0,1.0,0.0,semiunfurnished,High,0.0006392887383573243,1.0,0.9202827531436925
flat,sector 81,2.25,3.0,4.0,3+,Relatively New,2300.0,1.0,1.0,semiunfurnished,High,0.0009782608695652175,1.3333333333333333,1.178654996341646
flat,sector 79,1.55,3.0,4.0,3,Relatively New,1512.0,1.0,0.0,semiunfurnished,High,0.0010251322751322752,1.3333333333333333,0.9360933591703348
flat,sector 91,1.65,4.0,4.0,3+,Moderately Old,2127.0,1.0,0.0,unfurnished,Medium,0.00077574047954866,1.0,0.9745596399981308
flat,sector 67,3.5,3.0,4.0,3+,Relatively New,2121.0,1.0,0.0,semiunfurnished,High,0.0016501650165016502,1.3333333333333333,1.504077396776274
house,sector 28,2.58,4.0,2.0,2,Old Property,1458.0,0.0,0.0,unfurnished,Low,0.0017695473251028806,0.5,1.275362800412609
flat,sector 103,1.1,3.0,3.0,3+,New Property,1500.0,0.0,0.0,unfurnished,Medium,0.0007333333333333333,1.0,0.7419373447293773
flat,manesar,0.5,2.0,2.0,0,Under Construction,1300.0,0.0,0.0,unfurnished,Low,0.0003846153846153846,1.0,0.4054651081081644
flat,sector 85,1.05,2.0,2.0,3,Relatively New,1475.0,0.0,0.0,unfurnished,Low,0.000711864406779661,1.0,0.7178397931503168
flat,sector 88a,2.65,3.0,3.0,3+,New Property,1582.0,0.0,0.0,unfurnished,High,0.001675094816687737,1.0,1.2947271675944
flat,sector 67a,0.55,2.0,2.0,2,Relatively New,679.0,0.0,0.0,unfurnished,Medium,0.0008100147275405008,1.0,0.43825493093115525
flat,sector 90,0.7,2.0,2.0,3,New Property,1350.0,0.0,0.0,unfurnished,Medium,0.0005185185185185185,1.0,0.5306282510621704
flat,sector 63,3.0,3.0,3.0,3+,Relatively New,1642.0,1.0,0.0,semiunfurnished,Low,0.0018270401948842874,1.0,1.3862943611198906
flat,sector 81,1.0,2.0,2.0,2,Relatively New,1124.0,0.0,0.0,unfurnished,Low,0.0008896797153024911,1.0,0.6931471805599453
flat,sector 54,1.75,3.0,4.0,3+,Moderately Old,1900.0,1.0,0.0,semiunfurnished,Medium,0.0009210526315789473,1.3333333333333333,1.0116009116784799
flat,sohna road,0.9,3.0,3.0,3,Relatively New,1868.0,0.0,0.0,unfurnished,High,0.00048179871520342613,1.0,0.6418538861723948
flat,sector 103,1.01,2.0,2.0,3,Relatively New,1451.0,0.0,1.0,semiunfurnished,High,0.0006960716747070986,1.0,0.6981347220709844
house,sector 82,3.2,3.0,4.0,3,New Property,2160.0,1.0,1.0,unfurnished,Medium,0.0014814814814814816,1.3333333333333333,1.4350845252893225
flat,sector 106,0.97,2.0,2.0,3,New Property,1200.0,0.0,0.0,semiunfurnished,High,0.0008083333333333333,1.0,0.6780335427498971
flat,sector 92,0.82,3.0,3.0,3+,Relatively New,1523.0,0.0,0.0,unfurnished,Low,0.0005384110308601444,1.0,0.5988365010887039
house,sector 8,0.32,2.0,3.0,1,Relatively New,450.0,0.0,0.0,unfurnished,Low,0.0007111111111111111,1.5,0.27763173659827944
flat,sector 86,1.4,4.0,4.0,3+,Relatively New,2119.0,1.0,0.0,unfurnished,Medium,0.0006606890042472864,1.0,0.8754687373538999
flat,sector 70,2.35,4.0,4.0,3+,Moderately Old,3116.0,1.0,0.0,unfurnished,High,0.0007541720154043646,1.0,1.208960345836975
flat,sector 33,3.3,3.0,3.0,3,Under Construction,3116.0,1.0,1.0,unfurnished,Medium,0.0010590500641848523,1.0,1.4586150226995167
flat,sector 61,2.0,3.0,3.0,2,New Property,2011.0,0.0,0.0,unfurnished,Medium,0.000994530084535057,1.0,1.0986122886681096
flat,sector 82a,2.7,4.0,4.0,3+,Moderately Old,2006.0,1.0,0.0,unfurnished,Low,0.001345962113659023,1.0,1.3083328196501787
house,sector 82,5.0,4.0,4.0,3+,Relatively New,3240.0,1.0,1.0,unfurnished,Low,0.0015432098765432098,1.0,1.791759469228055
flat,sector 72,3.4,3.0,4.0,3+,Moderately Old,2185.0,1.0,0.0,unfurnished,Low,0.0015560640732265446,1.3333333333333333,1.4816045409242153
flat,sector 111,3.9,4.0,5.0,3+,Relatively New,3264.0,1.0,0.0,furnished,High,0.0011948529411764705,1.25,1.5892352051165808
flat,sector 66,1.51,2.0,2.0,2,Relatively New,1188.0,0.0,0.0,semiunfurnished,Medium,0.001271043771043771,1.0,0.9202827531436925
flat,sector 86,1.6,3.0,3.0,1,Relatively New,1735.0,0.0,0.0,unfurnished,Medium,0.0009221902017291067,1.0,0.9555114450274363
flat,sector 92,1.25,3.0,3.0,3,Under Construction,2661.0,1.0,0.0,unfurnished,Low,0.00046974821495678314,1.0,0.8109302162163288
flat,sohna road,0.4,2.0,2.0,1,New Property,781.0,0.0,0.0,semiunfurnished,Medium,0.0005121638924455827,1.0,0.3364722366212129
flat,sector 37,1.1,3.0,4.0,3,Relatively New,2058.0,1.0,0.0,unfurnished,Low,0.0005344995140913509,1.3333333333333333,0.7419373447293773
flat,sector 83,1.0,3.0,3.0,2,Relatively New,1565.0,0.0,1.0,semiunfurnished,High,0.0006389776357827476,1.0,0.6931471805599453
flat,sector 79,1.93,3.0,4.0,3+,Relatively New,2035.0,1.0,0.0,unfurnished,High,0.0009484029484029484,1.3333333333333333,1.0750024230289759
flat,sector 85,1.05,2.0,2.0,3+,Relatively New,1503.0,0.0,1.0,unfurnished,High,0.0006986027944111777,1.0,0.7178397931503168
flat,sector 68,0.82,2.0,2.0,3+,Under Construction,1061.0,0.0,0.0,unfurnished,Medium,0.0007728557964184731,1.0,0.5988365010887039
flat,sector 85,0.55,2.0,2.0,2,Relatively New,1050.0,0.0,0.0,unfurnished,High,0.0005238095238095238,1.0,0.43825493093115525
house,sector 103,3.15,4.0,5.0,0,Relatively New,4700.0,0.0,0.0,unfurnished,Medium,0.0006702127659574468,1.25,1.423108334242607
flat,sector 102,1.6,3.0,3.0,3,Relatively New,1406.0,0.0,0.0,unfurnished,Low,0.0011379800853485065,1.0,0.9555114450274363
flat,sector 47,2.4,3.0,3.0,3+,Moderately Old,1876.0,1.0,0.0,semiunfurnished,High,0.0012793176972281449,1.0,1.2237754316221157
flat,sector 90,1.3,4.0,5.0,2,Relatively New,2298.0,1.0,0.0,unfurnished,High,0.0005657093124456049,1.25,0.832909122935104
house,sector 106,5.6,5.0,4.0,3+,New Property,4000.0,1.0,1.0,unfurnished,High,0.0014,0.8,1.8870696490323797
flat,sector 48,1.8,3.0,4.0,3,Moderately Old,2280.0,0.0,0.0,semiunfurnished,Medium,0.0007894736842105263,1.3333333333333333,1.0296194171811581
flat,sector 109,1.68,3.0,3.0,3+,Moderately Old,2289.0,1.0,0.0,unfurnished,High,0.0007339449541284404,1.0,0.9858167945227652
house,sector 49,6.75,5.0,4.0,2,New Property,4500.0,0.0,0.0,unfurnished,Low,0.0015,0.8,2.0476928433652555
flat,sector 76,1.46,4.0,6.0,3+,New Property,2384.0,1.0,0.0,unfurnished,Medium,0.0006124161073825503,1.5,0.9001613499442713
flat,sector 78,1.2,3.0,3.0,2,Moderately Old,2211.0,0.0,0.0,furnished,Low,0.0005427408412483039,1.0,0.7884573603642702
flat,sector 11,0.36,2.0,2.0,0,Relatively New,699.0,0.0,0.0,unfurnished,Low,0.0005150214592274677,1.0,0.3074846997479606
flat,sohna road,0.25,2.0,2.0,1,Relatively New,625.0,0.0,0.0,unfurnished,Medium,0.0004,1.0,0.22314355131420974
flat,sector 4,0.39,2.0,2.0,1,Relatively New,950.0,0.0,0.0,unfurnished,Low,0.0004105263157894737,1.0,0.32930374714260036
house,sector 7,0.45,3.0,2.0,0,Old Property,1168.0,0.0,0.0,unfurnished,Low,0.0003852739726027397,0.6666666666666666,0.37156355643248307
house,sector 11,0.9,2.0,4.0,3+,Moderately Old,900.0,0.0,0.0,unfurnished,Low,0.001,2.0,0.6418538861723948
flat,sector 85,1.3,2.0,2.0,2,New Property,1475.0,0.0,0.0,unfurnished,Medium,0.0008813559322033899,1.0,0.832909122935104
flat,sector 90,2.0,4.0,4.0,3+,Moderately Old,2453.0,1.0,0.0,unfurnished,Low,0.0008153281695882593,1.0,1.0986122886681096
flat,sector 72,3.85,4.0,5.0,3+,Relatively New,2613.0,1.0,0.0,semiunfurnished,High,0.0014734022196708765,1.25,1.5789787049493917
flat,sector 107,0.28,2.0,2.0,2,Relatively New,635.0,0.0,0.0,unfurnished,Low,0.0004409448818897638,1.0,0.2468600779315258
flat,sector 92,0.5,2.0,2.0,2,Relatively New,900.0,0.0,0.0,unfurnished,Medium,0.0005555555555555556,1.0,0.4054651081081644
flat,sector 70,0.53,2.0,2.0,2,Under Construction,985.0,0.0,0.0,unfurnished,Low,0.0005380710659898477,1.0,0.4252677354043441
flat,sector 70a,1.3,2.0,2.0,3,Moderately Old,1554.0,0.0,0.0,semiunfurnished,Low,0.0008365508365508366,1.0,0.832909122935104
flat,sector 89,1.2,3.0,3.0,2,New Property,1847.0,0.0,0.0,unfurnished,Low,0.0006497022198159177,1.0,0.7884573603642702
flat,sector 112,2.5,2.0,2.0,3,Relatively New,1939.03,0.0,0.0,semiunfurnished,High,0.0012893044460374518,1.0,1.252762968495368
flat,sector 88,0.92,2.0,2.0,3,New Property,1350.0,0.0,0.0,unfurnished,Low,0.0006814814814814815,1.0,0.6523251860396901
house,sector 12,2.9,7.0,7.0,3,Old Property,2700.0,0.0,0.0,unfurnished,Low,0.001074074074074074,1.0,1.3609765531356006
flat,sector 68,1.25,2.0,2.0,3,New Property,999.0,0.0,0.0,unfurnished,Low,0.0012512512512512512,1.0,0.8109302162163288
flat,sector 102,2.1,3.0,4.0,3+,Relatively New,1933.0,1.0,0.0,unfurnished,Medium,0.0010863942058975686,1.3333333333333333,1.1314021114911006
house,sector 23,5.65,7.0,7.0,3+,Moderately Old,5000.0,1.0,0.0,unfurnished,Medium,0.0011300000000000001,1.0,1.8946168546677629
flat,sector 106,1.25,3.0,4.0,3,Relatively New,1305.0,1.0,0.0,unfurnished,High,0.0009578544061302681,1.3333333333333333,0.8109302162163288
flat,sector 102,1.3,3.0,3.0,3,Relatively New,1406.0,1.0,0.0,semiunfurnished,High,0.0009246088193456615,1.0,0.832909122935104
flat,sector 90,1.2,3.0,3.0,3+,Relatively New,1736.0,0.0,0.0,unfurnished,Low,0.0006912442396313364,1.0,0.7884573603642702
flat,sector 11,0.33,2.0,2.0,0,Relatively New,761.0,0.0,0.0,unfurnished,Low,0.00043363994743758215,1.0,0.28517894223366236
flat,gwal pahari,1.38,3.0,3.0,2,Relatively New,1286.0,0.0,0.0,semiunfurnished,High,0.001073094867807154,1.0,0.8671004876833832
flat,sector 37,1.2,3.0,4.0,3,Relatively New,1635.0,0.0,0.0,unfurnished,High,0.0007339449541284404,1.3333333333333333,0.7884573603642702
flat,sector 2,1.55,3.0,4.0,3+,Old Property,1727.0,1.0,0.0,unfurnished,Medium,0.000897510133178923,1.3333333333333333,0.9360933591703348
flat,sector 85,1.04,2.0,2.0,3,New Property,1550.0,0.0,0.0,unfurnished,High,0.0006709677419354839,1.0,0.712949807856125
flat,sector 2,1.0,2.0,3.0,0,Moderately Old,1000.0,0.0,0.0,unfurnished,Low,0.001,1.5,0.6931471805599453
flat,manesar,1.65,4.0,3.0,3,New Property,3635.0,1.0,0.0,unfurnished,Low,0.00045392022008253094,0.75,0.9745596399981308
flat,sector 102,1.91,3.0,4.0,2,Relatively New,1697.0,1.0,0.0,semiunfurnished,High,0.001125515615792575,1.3333333333333333,1.068153081183401
flat,sector 2,0.35,2.0,2.0,2,Relatively New,800.0,0.0,0.0,unfurnished,Low,0.00043749999999999995,1.0,0.30010459245033805
flat,sector 106,1.4,3.0,4.0,3+,Under Construction,1583.0,1.0,0.0,unfurnished,Medium,0.0008843967150979153,1.3333333333333333,0.8754687373538999
flat,sector 28,1.35,2.0,2.0,2,Old Property,1120.0,0.0,1.0,unfurnished,Medium,0.001205357142857143,1.0,0.8544153281560676
flat,sector 37,1.0,3.0,3.0,3+,Relatively New,1995.0,0.0,0.0,semiunfurnished,Low,0.0005012531328320802,1.0,0.6931471805599453
house,sector 37d,1.27,3.0,3.0,3,Under Construction,1570.0,0.0,0.0,unfurnished,Medium,0.0008089171974522293,1.0,0.8197798314933114
flat,gwal pahari,1.0,2.0,2.0,2,New Property,974.0,0.0,0.0,semiunfurnished,Low,0.001026694045174538,1.0,0.6931471805599453
flat,sector 83,1.04,3.0,2.0,2,Moderately Old,1500.0,0.0,0.0,unfurnished,High,0.0006933333333333333,0.6666666666666666,0.712949807856125
flat,sector 78,0.95,3.0,3.0,2,Relatively New,1730.0,0.0,0.0,semiunfurnished,Medium,0.0005491329479768786,1.0,0.6678293725756554
house,sector 12,1.7,5.0,5.0,3,Moderately Old,2000.0,0.0,0.0,unfurnished,Low,0.00085,1.0,0.9932517730102833
flat,sector 67,3.15,3.0,4.0,3+,Relatively New,2206.0,1.0,0.0,semiunfurnished,High,0.00142792384406165,1.3333333333333333,1.423108334242607
flat,sector 109,1.97,4.0,4.0,2,Relatively New,2366.0,1.0,0.0,unfurnished,Low,0.0008326289095519864,1.0,1.0885619528146082
flat,sector 68,1.32,2.0,2.0,3,Relatively New,1356.0,0.0,0.0,unfurnished,High,0.0009734513274336283,1.0,0.8415671856782185
flat,sector 2,1.36,3.0,3.0,3+,Moderately Old,1601.0,0.0,0.0,unfurnished,Medium,0.0008494690818238601,1.0,0.8586616190375187
flat,sector 104,1.58,2.0,3.0,3,Relatively New,1529.0,1.0,0.0,unfurnished,High,0.0010333551340745587,1.5,0.947789398933526
house,sector 3,0.6,1.0,1.0,0,Old Property,1000.0,0.0,0.0,unfurnished,Low,0.0006,1.0,0.4700036292457355
house,sector 57,3.3,4.0,4.0,2,Moderately Old,1728.0,0.0,1.0,semiunfurnished,Medium,0.0019097222222222222,1.0,1.4586150226995167
flat,sector 83,0.87,2.0,2.0,2,Moderately Old,1120.0,0.0,0.0,unfurnished,Low,0.0007767857142857142,1.0,0.6259384308664953
flat,sector 93,0.85,2.0,2.0,0,Relatively New,597.0,0.0,0.0,unfurnished,Low,0.0014237855946398659,1.0,0.6151856390902334
flat,sector 89,1.71,3.0,2.0,0,New Property,1423.0,0.0,0.0,unfurnished,Low,0.0012016865776528461,0.6666666666666666,0.9969486348916095
flat,sector 81,0.4,2.0,2.0,1,Relatively New,635.0,0.0,0.0,unfurnished,Low,0.0006299212598425198,1.0,0.3364722366212129
flat,sector 107,1.45,3.0,4.0,3+,Relatively New,1900.0,1.0,0.0,unfurnished,Medium,0.0007631578947368421,1.3333333333333333,0.8960880245566356
flat,sector 106,1.34,4.0,5.0,3+,Relatively New,1535.0,1.0,0.0,unfurnished,Low,0.0008729641693811075,1.25,0.8501509293696101
flat,sector 81,1.4,3.0,3.0,3+,Relatively New,1580.0,0.0,0.0,unfurnished,High,0.0008860759493670886,1.0,0.8754687373538999
house,sector 14,5.5,5.0,4.0,2,Old Property,3240.0,0.0,0.0,unfurnished,Low,0.0016975308641975309,0.8,1.8718021769015913
flat,sector 65,1.95,2.0,2.0,3,Under Construction,1134.0,0.0,0.0,unfurnished,Low,0.0017195767195767196,1.0,1.0818051703517284
flat,sector 102,1.45,3.0,3.0,3,Relatively New,1406.0,1.0,0.0,unfurnished,High,0.001031294452347084,1.0,0.8960880245566356
flat,sector 14,1.7,5.0,5.0,2,Old Property,2986.0,0.0,1.0,furnished,Medium,0.0005693235097119892,1.0,0.9932517730102833
flat,sector 69,1.37,3.0,3.0,1,Relatively New,1708.0,0.0,0.0,unfurnished,High,0.0008021077283372366,1.0,0.8628899551470398
flat,sector 23,0.16,2.0,2.0,2,Moderately Old,702.0,0.0,0.0,unfurnished,Low,0.00022792022792022794,1.0,0.14842000511827327
flat,sector 110,4.49,5.0,5.0,3+,Relatively New,3490.0,1.0,0.0,unfurnished,High,0.0012865329512893983,1.0,1.7029282555214391
flat,sector 2,0.98,2.0,2.0,3,Moderately Old,1273.0,0.0,0.0,unfurnished,Medium,0.000769835035349568,1.0,0.6830968447064438
flat,sector 37,0.66,2.0,2.0,3+,Relatively New,1310.0,0.0,0.0,unfurnished,Medium,0.0005038167938931298,1.0,0.5068176023684519
flat,sector 90,1.8,4.0,4.0,3+,Moderately Old,2453.0,0.0,0.0,unfurnished,Medium,0.0007337953526294333,1.0,1.0296194171811581
flat,sector 37,0.33,2.0,2.0,1,Relatively New,850.0,0.0,0.0,semiunfurnished,High,0.0003882352941176471,1.0,0.28517894223366236
flat,sector 110,4.0,4.0,4.0,3,New Property,3350.0,0.0,0.0,unfurnished,Medium,0.0011940298507462687,1.0,1.6094379124341003
flat,sector 93,1.45,3.0,4.0,2,Relatively New,1350.0,0.0,0.0,semiunfurnished,High,0.001074074074074074,1.3333333333333333,0.8960880245566356
flat,sector 63a,3.3,3.0,3.0,3,Under Construction,2150.0,1.0,0.0,unfurnished,Medium,0.0015348837209302325,1.0,1.4586150226995167
flat,sohna road,0.54,2.0,2.0,3,New Property,723.0,0.0,0.0,unfurnished,Low,0.0007468879668049793,1.0,0.4317824164255378
flat,sector 92,1.3,4.0,4.0,0,Relatively New,2040.0,0.0,0.0,unfurnished,Low,0.0006372549019607843,1.0,0.832909122935104
flat,sector 95,0.92,3.0,3.0,3+,New Property,1750.0,0.0,0.0,unfurnished,Low,0.0005257142857142857,1.0,0.6523251860396901
flat,sector 30,1.3,3.0,3.0,2,Old Property,1518.0,0.0,0.0,unfurnished,Low,0.0008563899868247695,1.0,0.832909122935104
flat,sector 3,0.5,2.0,2.0,1,Old Property,844.0,0.0,0.0,semiunfurnished,Low,0.0005924170616113745,1.0,0.4054651081081644
house,sector 7,0.27,2.0,2.0,1,Moderately Old,225.0,0.0,0.0,unfurnished,Low,0.0012000000000000001,1.0,0.2390169004704999
flat,sector 86,0.41,2.0,2.0,1,New Property,650.0,1.0,0.0,unfurnished,Low,0.0006307692307692308,1.0,0.34358970439007686
flat,sector 81,2.5,3.0,3.0,2,Relatively New,2130.0,1.0,0.0,furnished,Medium,0.0011737089201877935,1.0,1.252762968495368
flat,sector 69,1.55,3.0,3.0,2,Relatively New,1419.0,0.0,0.0,semiunfurnished,High,0.0010923185341789993,1.0,0.9360933591703348
flat,sector 63,0.88,1.0,1.0,2,New Property,804.0,0.0,0.0,unfurnished,Low,0.0010945273631840797,1.0,0.6312717768418579
flat,sector 79,1.33,2.0,2.0,3,Relatively New,1402.0,0.0,0.0,unfurnished,High,0.0009486447931526392,1.0,0.8458682675776092
flat,sector 79,1.34,2.0,2.0,3,Relatively New,1414.0,0.0,0.0,unfurnished,High,0.0009476661951909477,1.0,0.8501509293696101
flat,sector 56,1.35,3.0,3.0,3+,Old Property,1450.0,0.0,0.0,semiunfurnished,High,0.0009310344827586208,1.0,0.8544153281560676
flat,sector 82a,2.95,4.0,5.0,3+,Relatively New,2262.0,1.0,0.0,furnished,High,0.0013041556145004423,1.25,1.3737155789130304
flat,sector 47,2.4,3.0,4.0,3+,Moderately Old,2074.0,1.0,0.0,unfurnished,High,0.0011571841851494697,1.3333333333333333,1.2237754316221157
flat,sohna road,0.54,2.0,1.0,3,New Property,967.0,0.0,0.0,unfurnished,Medium,0.0005584281282316443,0.5,0.4317824164255378
flat,sector 83,1.08,3.0,3.0,2,Relatively New,1561.0,0.0,0.0,unfurnished,Low,0.0006918641896220372,1.0,0.7323678937132266
flat,sector 82,3.0,4.0,6.0,3+,Relatively New,4399.0,1.0,0.0,semiunfurnished,High,0.000681973175721755,1.5,1.3862943611198906
flat,sector 85,2.0,3.0,4.0,3,Relatively New,2300.0,1.0,0.0,unfurnished,Low,0.0008695652173913044,1.3333333333333333,1.0986122886681096
flat,sector 106,1.15,3.0,4.0,3+,Relatively New,1186.0,1.0,0.0,semiunfurnished,High,0.00096964586846543,1.3333333333333333,0.7654678421395714
house,sector 109,5.7,4.0,5.0,3+,Relatively New,5400.0,1.0,1.0,unfurnished,High,0.0010555555555555557,1.25,1.9021075263969203
flat,sector 80,1.6,3.0,3.0,3,Moderately Old,2035.0,1.0,0.0,unfurnished,Medium,0.0007862407862407862,1.0,0.9555114450274363
flat,sector 79,1.45,3.0,3.0,3,Relatively New,2525.0,0.0,0.0,unfurnished,Low,0.0005742574257425742,1.0,0.8960880245566356
flat,sector 113,1.55,2.0,2.0,3,New Property,1276.0,0.0,0.0,unfurnished,High,0.0012147335423197492,1.0,0.9360933591703348
flat,sector 99,0.3,2.0,1.0,2,New Property,554.0,0.0,0.0,unfurnished,Medium,0.0005415162454873646,0.5,0.262364264467491
flat,sector 67a,1.3,2.0,2.0,2,New Property,1296.0,0.0,0.0,unfurnished,Medium,0.0010030864197530865,1.0,0.832909122935104
flat,sector 36,0.82,3.0,2.0,3,New Property,1403.0,0.0,0.0,unfurnished,Low,0.0005844618674269422,0.6666666666666666,0.5988365010887039
flat,sector 92,0.9,4.0,5.0,3+,Relatively New,1682.0,1.0,0.0,unfurnished,Medium,0.000535077288941736,1.25,0.6418538861723948
flat,sector 113,6.0,5.0,6.0,3+,Moderately Old,8522.0,0.0,0.0,unfurnished,High,0.0007040600797934757,1.2,1.9459101490553132
flat,sector 90,1.9,4.0,4.0,3+,Relatively New,2453.0,1.0,0.0,unfurnished,Medium,0.0007745617611088463,1.0,1.0647107369924282
flat,sector 9,1.25,4.0,3.0,3,Old Property,2344.0,1.0,0.0,unfurnished,Low,0.0005332764505119454,0.75,0.8109302162163288
flat,sector 36,2.3,2.0,2.0,2,New Property,1479.0,0.0,0.0,unfurnished,Medium,0.001555104800540906,1.0,1.1939224684724343
flat,sector 33,1.39,3.0,2.0,3+,Under Construction,1558.0,0.0,0.0,unfurnished,High,0.0008921694480102696,0.6666666666666666,0.8712933659434192
flat,sector 37,1.44,3.0,3.0,3+,Relatively New,1934.0,1.0,0.0,unfurnished,Low,0.0007445708376421923,1.0,0.8919980393051105
flat,sector 85,1.75,3.0,4.0,3,Relatively New,2166.0,1.0,0.0,unfurnished,Low,0.0008079409048938135,1.3333333333333333,1.0116009116784799
flat,sector 81,0.48,2.0,2.0,1,Relatively New,592.0,0.0,0.0,semiunfurnished,Low,0.0008108108108108108,1.0,0.3920420877760237
flat,sector 79,1.28,3.0,3.0,3,Relatively New,1354.0,0.0,0.0,unfurnished,High,0.0009453471196454948,1.0,0.8241754429663494
flat,sector 99,0.92,2.0,2.0,3+,Under Construction,1228.0,0.0,0.0,unfurnished,Medium,0.000749185667752443,1.0,0.6523251860396901
