property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price_per_sqft,bath_bed_ratio,price_log
flat,sector 89,0.88,2.0,2.0,3,New Property,1434.0,0.0,0.0,unfurnished,Low,0.0006136680613668061,1.0,0.6312717768418579
flat,sector 90,1.25,3.0,3.0,3,Relatively New,1650.0,0.0,0.0,semiunfurnished,Low,0.0007575757575757576,1.0,0.8109302162163288
flat,sector 83,1.6,3.0,3.0,3+,Relatively New,1664.0,1.0,1.0,semiunfurnished,High,0.0009615384615384616,1.0,0.9555114450274363
flat,sector 65,6.1,3.0,3.0,3,Moderately Old,3272.0,1.0,0.0,semiunfurnished,High,0.0018643031784841074,1.0,1.9600947840472696
flat,sector 69,1.8,4.0,4.0,2,Relatively New,1808.0,0.0,0.0,semiunfurnished,High,0.000995575221238938,1.0,1.0296194171811581
flat,sector 1,0.85,3.0,3.0,0,Moderately Old,2200.0,0.0,0.0,unfurnished,Low,0.00038636363636363635,1.0,0.6151856390902334
flat,sector 83,1.75,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,semiunfurnished,High,0.00109375,1.0,1.0116009116784799
flat,sector 85,1.18,2.0,2.0,3,Relatively New,1630.0,0.0,0.0,unfurnished,Low,0.0007239263803680981,1.0,0.7793248768009976
flat,sector 84,1.02,4.0,4.0,3+,Relatively New,1885.0,1.0,0.0,unfurnished,High,0.0005411140583554377,1.0,0.7030975114131134
flat,sector 95,0.56,2.0,2.0,2,New Property,1364.0,0.0,0.0,unfurnished,Low,0.0004105571847507332,1.0,0.4446858212614457
flat,sector 70a,2.6,3.0,2.0,2,Moderately Old,2810.0,1.0,0.0,unfurnished,Medium,0.0009252669039145907,0.6666666666666666,1.2809338454620642
flat,sector 5,0.4,3.0,2.0,1,Relatively New,1168.0,0.0,0.0,unfurnished,Low,0.00034246575342465754,0.6666666666666666,0.3364722366212129
flat,sector 67a,0.7,2.0,2.0,1,New Property,767.0,0.0,0.0,unfurnished,Low,0.0009126466753585397,1.0,0.5306282510621704
flat,sector 111,4.67,4.0,4.0,3+,Under Construction,3570.0,0.0,0.0,unfurnished,Medium,0.0013081232492997198,1.0,1.7351891177396606
flat,sector 92,0.75,3.0,2.0,2,New Property,1298.0,0.0,0.0,unfurnished,High,0.0005778120184899846,0.6666666666666666,0.5596157879354227
flat,sector 68,1.02,2.0,2.0,2,Relatively New,1250.0,0.0,0.0,semiunfurnished,Low,0.000816,1.0,0.7030975114131134
flat,sector 72,3.9,4.0,4.0,3+,Relatively New,2702.0,1.0,0.0,unfurnished,Low,0.0014433752775721688,1.0,1.5892352051165808
flat,sector 86,1.93,3.0,4.0,3,Relatively New,2055.0,1.0,0.0,unfurnished,Medium,0.0009391727493917274,1.3333333333333333,1.0750024230289759
flat,sector 62,4.0,3.0,3.0,3,New Property,2329.0,1.0,0.0,semiunfurnished,Low,0.0017174753112924003,1.0,1.6094379124341003
flat,sector 65,2.85,4.0,4.0,3,Relatively New,1975.0,1.0,0.0,unfurnished,Low,0.0014430379746835443,1.0,1.3480731482996928
flat,sector 104,0.82,2.0,2.0,3,Relatively New,100.0,0.0,0.0,unfurnished,High,0.008199999999999999,1.0,0.5988365010887039
flat,sector 10,0.9,2.0,2.0,3,New Property,1079.0,0.0,0.0,unfurnished,Medium,0.0008341056533827619,1.0,0.6418538861723948
flat,sector 92,0.49,2.0,2.0,2,Relatively New,1296.0,0.0,0.0,unfurnished,High,0.0003780864197530864,1.0,0.3987761199573677
flat,sector 77,1.1,3.0,4.0,3+,Relatively New,1973.0,1.0,0.0,unfurnished,Low,0.0005575266092245312,1.3333333333333333,0.7419373447293773
flat,sector 81,2.12,3.0,3.0,3+,Relatively New,1650.0,1.0,0.0,furnished,Low,0.0012848484848484848,1.0,1.137833001821391
flat,sector 82,1.22,3.0,5.0,3+,Relatively New,2000.0,1.0,0.0,semiunfurnished,Medium,0.00061,1.6666666666666667,0.7975071958841881
flat,sector 60,2.85,3.0,4.0,3+,Relatively New,2045.0,1.0,0.0,semiunfurnished,High,0.0013936430317848412,1.3333333333333333,1.3480731482996928
flat,sector 85,1.4,2.0,2.0,3,Relatively New,1400.0,0.0,0.0,unfurnished,Low,0.001,1.0,0.8754687373538999
flat,sector 70,1.1,2.0,2.0,2,New Property,1096.0,0.0,0.0,unfurnished,Low,0.0010036496350364964,1.0,0.7419373447293773
flat,sector 70a,2.5,3.0,4.0,3,Relatively New,2114.0,1.0,1.0,semiunfurnished,High,0.0011825922421948912,1.3333333333333333,1.252762968495368
flat,sector 95,0.38,2.0,2.0,1,New Property,713.0,0.0,0.0,unfurnished,Low,0.0005329593267882188,1.0,0.3220834991691133
house,sector 7,2.3,5.0,3.0,3+,Old Property,1350.0,1.0,0.0,unfurnished,Low,0.0017037037037037036,0.6,1.1939224684724343
flat,sector 74,2.25,3.0,3.0,2,Relatively New,1938.0,1.0,0.0,semiunfurnished,High,0.0011609907120743034,1.0,1.178654996341646
flat,sector 37d,1.08,3.0,3.0,3,Relatively New,1700.0,0.0,0.0,unfurnished,High,0.0006352941176470589,1.0,0.7323678937132266
flat,sector 70,1.5,3.0,5.0,3,Relatively New,1631.0,1.0,0.0,semiunfurnished,High,0.0009196811771919068,1.6666666666666667,0.916290731874155
flat,sector 103,2.45,4.0,6.0,3,Relatively New,2586.0,1.0,0.0,unfurnished,Low,0.0009474091260634185,1.5,1.2383742310432684
house,sector 70a,5.35,4.0,4.0,3+,Relatively New,6000.0,1.0,1.0,semiunfurnished,High,0.0008916666666666666,1.0,1.8484548129046001
flat,sector 37,0.42,2.0,2.0,2,Relatively New,974.0,0.0,0.0,unfurnished,Low,0.00043121149897330595,1.0,0.35065687161316933
flat,sector 31,5.5,4.0,5.0,3+,Relatively New,2647.0,1.0,0.0,unfurnished,Medium,0.00207782395164337,1.25,1.8718021769015913
flat,sector 83,0.95,3.0,3.0,3,Moderately Old,1739.0,0.0,0.0,unfurnished,Low,0.0005462909718228867,1.0,0.6678293725756554
flat,sector 99,1.16,3.0,3.0,3,Relatively New,1790.0,1.0,0.0,unfurnished,Low,0.0006480446927374301,1.0,0.7701082216960736
flat,sector 89,1.5,3.0,3.0,3,Under Construction,1480.0,0.0,0.0,unfurnished,High,0.0010135135135135136,1.0,0.916290731874155
flat,sector 65,2.8,3.0,3.0,3,Under Construction,1867.0,0.0,0.0,unfurnished,Medium,0.0014997321906802356,1.0,1.33500106673234
flat,sector 70a,2.4,3.0,3.0,3,Relatively New,1934.0,1.0,0.0,unfurnished,High,0.0012409513960703205,1.0,1.2237754316221157
flat,sector 62,2.1,2.0,2.0,3,New Property,1500.0,0.0,0.0,semiunfurnished,Low,0.0014,1.0,1.1314021114911006
flat,sector 90,0.65,2.0,2.0,3,Relatively New,1214.0,0.0,0.0,unfurnished,High,0.0005354200988467875,1.0,0.5007752879124893
flat,sector 65,5.9,3.0,3.0,3,Relatively New,3025.0,1.0,0.0,unfurnished,Medium,0.001950413223140496,1.0,1.9315214116032138
flat,sector 37,0.95,3.0,3.0,3+,New Property,1687.0,0.0,0.0,unfurnished,Medium,0.0005631298162418494,1.0,0.6678293725756554
flat,sector 70a,1.2,3.0,3.0,3+,Relatively New,1450.0,0.0,0.0,furnished,Low,0.0008275862068965517,1.0,0.7884573603642702
flat,sector 113,1.85,3.0,2.0,2,New Property,1420.0,0.0,0.0,unfurnished,Low,0.0013028169014084507,0.6666666666666666,1.0473189942805592
flat,sector 79,1.15,3.0,3.0,3+,Under Construction,1200.0,0.0,0.0,unfurnished,Medium,0.0009583333333333333,1.0,0.7654678421395714
flat,sector 49,2.45,3.0,3.0,3,Relatively New,1854.0,0.0,0.0,unfurnished,Low,0.0013214670981661274,1.0,1.2383742310432684
flat,sector 83,1.25,3.0,3.0,2,Moderately Old,1700.0,1.0,0.0,unfurnished,High,0.0007352941176470588,1.0,0.8109302162163288
flat,sector 86,0.45,2.0,2.0,1,Under Construction,755.0,0.0,0.0,unfurnished,Medium,0.0005960264900662252,1.0,0.37156355643248307
flat,sector 60,3.6,4.0,5.0,3,Relatively New,2821.0,1.0,0.0,semiunfurnished,Low,0.0012761432116270826,1.25,1.5260563034950492
flat,sector 85,1.17,2.0,3.0,3,Relatively New,1550.0,0.0,0.0,unfurnished,Low,0.0007548387096774193,1.5,0.7747271675523681
flat,sector 92,0.45,3.0,3.0,1,Relatively New,974.0,0.0,0.0,unfurnished,Low,0.0004620123203285421,1.0,0.37156355643248307
flat,sector 22,4.78,3.0,4.0,3,Relatively New,2500.0,1.0,0.0,furnished,High,0.001912,1.3333333333333333,1.7544036826842861
flat,sector 84,0.9,3.0,3.0,3+,Relatively New,1525.0,0.0,0.0,unfurnished,High,0.0005901639344262295,1.0,0.6418538861723948
flat,sector 84,0.27,1.0,1.0,1,Relatively New,417.0,0.0,0.0,furnished,Low,0.0006474820143884892,1.0,0.2390169004704999
flat,sector 33,1.62,3.0,4.0,3+,New Property,129.42,1.0,0.0,unfurnished,High,0.01251738525730181,1.3333333333333333,0.9631743177730054
house,sector 49,6.5,5.0,5.0,2,Relatively New,3456.0,1.0,0.0,semiunfurnished,Low,0.001880787037037037,1.0,2.0149030205422647
flat,sector 89,1.25,3.0,3.0,0,New Property,1423.0,0.0,0.0,unfurnished,Medium,0.0008784258608573436,1.0,0.8109302162163288
house,sector 52,2.25,3.0,3.0,3,New Property,1800.0,1.0,0.0,semiunfurnished,Low,0.00125,1.0,1.178654996341646
flat,sector 95,0.33,2.0,2.0,1,New Property,690.0,0.0,0.0,semiunfurnished,Medium,0.0004782608695652174,1.0,0.28517894223366236
flat,sector 110,3.4,4.0,5.0,3,Relatively New,3058.0,1.0,1.0,unfurnished,Medium,0.0011118378024852845,1.25,1.4816045409242153
flat,sector 102,1.35,3.0,3.0,3,Relatively New,1406.0,1.0,0.0,unfurnished,High,0.0009601706970128024,1.0,0.8544153281560676
flat,sector 113,1.32,2.0,2.0,2,Relatively New,1199.0,0.0,0.0,unfurnished,Low,0.0011009174311926607,1.0,0.8415671856782185
flat,sector 109,2.2,3.0,4.0,3,Relatively New,1860.0,1.0,0.0,unfurnished,High,0.0011827956989247312,1.3333333333333333,1.1631508098056809
flat,sector 82,0.97,3.0,4.0,2,Relatively New,1610.0,1.0,0.0,unfurnished,High,0.0006024844720496894,1.3333333333333333,0.6780335427498971
house,sector 39,5.15,5.0,5.0,0,Relatively New,3660.0,0.0,0.0,unfurnished,Low,0.001407103825136612,1.0,1.8164520818184264
flat,sector 37d,1.1,3.0,3.0,3+,Under Construction,1552.0,0.0,0.0,unfurnished,High,0.0007087628865979382,1.0,0.7419373447293773
flat,sector 71,1.16,3.0,3.0,3,Moderately Old,1568.0,1.0,0.0,semiunfurnished,Medium,0.0007397959183673469,1.0,0.7701082216960736
flat,sector 90,0.8,2.0,3.0,2,Relatively New,1350.0,0.0,0.0,unfurnished,Medium,0.0005925925925925926,1.5,0.5877866649021191
flat,sector 92,1.19,4.0,3.0,3,Relatively New,2960.0,1.0,0.0,unfurnished,High,0.000402027027027027,0.75,0.7839015438284094
flat,manesar,0.6,3.0,2.0,2,Moderately Old,1374.0,0.0,0.0,unfurnished,Medium,0.0004366812227074236,0.6666666666666666,0.4700036292457355
flat,sector 89,1.05,2.0,2.0,2,Under Construction,1103.0,0.0,0.0,unfurnished,Low,0.0009519492293744334,1.0,0.7178397931503168
flat,sector 37,1.43,3.0,3.0,3+,Relatively New,1985.0,1.0,0.0,unfurnished,Low,0.0007204030226700251,1.0,0.887891257352457
flat,sector 107,1.35,3.0,4.0,3+,Relatively New,1950.0,1.0,0.0,semiunfurnished,Medium,0.0006923076923076924,1.3333333333333333,0.8544153281560676
flat,sector 85,1.45,3.0,4.0,2,New Property,1616.0,1.0,0.0,unfurnished,Low,0.0008972772277227722,1.3333333333333333,0.8960880245566356
flat,sector 93,1.25,3.0,4.0,2,Relatively New,1350.0,0.0,0.0,semiunfurnished,High,0.000925925925925926,1.3333333333333333,0.8109302162163288
flat,sector 79,1.7,3.0,2.0,3,Relatively New,1570.0,0.0,0.0,unfurnished,Low,0.0010828025477707007,0.6666666666666666,0.9932517730102833
flat,sector 104,2.25,3.0,4.0,3+,Relatively New,2497.0,1.0,0.0,semiunfurnished,High,0.0009010812975570685,1.3333333333333333,1.178654996341646
flat,sector 48,1.6,3.0,3.0,3+,Old Property,1895.0,0.0,0.0,semiunfurnished,Low,0.0008443271767810027,1.0,0.9555114450274363
house,sector 12,1.4,2.0,2.0,1,Old Property,166.0,0.0,0.0,unfurnished,Low,0.008433734939759036,1.0,0.8754687373538999
flat,sector 73,0.9,3.0,3.0,3,Under Construction,1622.0,1.0,0.0,unfurnished,Medium,0.0005548705302096178,1.0,0.6418538861723948
house,sector 5,0.8,2.0,2.0,1,Old Property,900.0,0.0,0.0,unfurnished,Low,0.0008888888888888889,1.0,0.5877866649021191
flat,sector 90,1.95,4.0,4.0,3+,Relatively New,2654.0,1.0,1.0,unfurnished,High,0.00073474001507159,1.0,1.0818051703517284
flat,sector 88a,2.1,4.0,4.0,3,New Property,1745.0,1.0,0.0,unfurnished,High,0.0012034383954154728,1.0,1.1314021114911006
flat,sector 102,1.24,2.0,2.0,2,Relatively New,1093.0,0.0,0.0,unfurnished,High,0.0011344922232387922,1.0,0.8064758658669484
flat,sector 83,0.84,2.0,2.0,2,Moderately Old,1120.0,0.0,0.0,semiunfurnished,High,0.00075,1.0,0.6097655716208942
flat,sector 99,2.45,3.0,4.0,3,New Property,2501.0,1.0,0.0,semiunfurnished,High,0.000979608156737305,1.3333333333333333,1.2383742310432684
flat,sector 85,1.87,3.0,4.0,3,Relatively New,2225.0,0.0,0.0,unfurnished,Low,0.0008404494382022472,1.3333333333333333,1.0543120297715298
house,sector 11,0.24,2.0,2.0,0,Relatively New,450.0,0.0,0.0,unfurnished,Low,0.0005333333333333334,1.0,0.2151113796169455
flat,sohna road,0.32,2.0,1.0,0,Relatively New,476.0,0.0,0.0,unfurnished,Low,0.0006722689075630252,0.5,0.27763173659827944
house,sector 105,0.7,3.0,2.0,2,Old Property,1200.0,0.0,0.0,unfurnished,Low,0.0005833333333333333,0.6666666666666666,0.5306282510621704
house,sector 24,2.75,7.0,7.0,3+,Moderately Old,3000.0,0.0,0.0,semiunfurnished,Low,0.0009166666666666666,1.0,1.3217558399823195
flat,sector 15,0.43,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,semiunfurnished,Low,0.00043,1.0,0.35767444427181594
flat,sector 50,2.92,3.0,3.0,3,Moderately Old,2600.0,1.0,0.0,semiunfurnished,High,0.001123076923076923,1.0,1.366091653802371
flat,sector 83,1.8,3.0,4.0,3+,Relatively New,1947.0,1.0,0.0,semiunfurnished,High,0.0009244992295839754,1.3333333333333333,1.0296194171811581
house,sector 25,8.0,3.0,9.0,2,New Property,12981.0,0.0,0.0,unfurnished,Low,0.0006162853401124721,3.0,2.197224577336219
flat,sohna road,0.29,2.0,2.0,1,Relatively New,674.0,0.0,0.0,unfurnished,Low,0.00043026706231454005,1.0,0.2546422183735807
flat,sector 108,1.55,3.0,3.0,3+,Relatively New,1750.0,1.0,0.0,semiunfurnished,High,0.0008857142857142858,1.0,0.9360933591703348
flat,sector 85,1.05,2.0,2.0,3,Relatively New,1475.0,0.0,0.0,unfurnished,Low,0.000711864406779661,1.0,0.7178397931503168
flat,sector 69,1.7,4.0,4.0,1,Relatively New,1772.0,0.0,0.0,unfurnished,Medium,0.0009593679458239278,1.0,0.9932517730102833
flat,sector 63,3.0,3.0,3.0,3+,Relatively New,1642.0,1.0,0.0,semiunfurnished,Low,0.0018270401948842874,1.0,1.3862943611198906
flat,sector 108,0.8,3.0,3.0,3,Relatively New,1653.0,0.0,0.0,unfurnished,High,0.00048396854204476713,1.0,0.5877866649021191
flat,sector 65,4.94,3.0,4.0,3,Moderately Old,2737.0,1.0,0.0,unfurnished,High,0.0018048958713920353,1.3333333333333333,1.7817091333745536
flat,sector 70,1.63,3.0,3.0,3,New Property,1631.0,1.0,0.0,unfurnished,Low,0.0009993868792152053,1.0,0.9669838461896731
flat,sector 99,0.3,2.0,2.0,1,New Property,649.0,0.0,0.0,unfurnished,Low,0.00046224961479198764,1.0,0.262364264467491
flat,sector 92,0.51,3.0,2.0,2,Relatively New,1124.0,0.0,0.0,unfurnished,Medium,0.0004537366548042705,0.6666666666666666,0.41210965082683293
flat,sector 102,1.28,2.0,2.0,3,Relatively New,1093.0,0.0,0.0,unfurnished,Low,0.001171088746569076,1.0,0.8241754429663494
flat,sohna road,0.54,2.0,2.0,2,Under Construction,974.0,0.0,0.0,unfurnished,High,0.0005544147843942505,1.0,0.4317824164255378
flat,sector 37d,1.0,3.0,3.0,2,Relatively New,1156.0,0.0,0.0,unfurnished,Low,0.0008650519031141869,1.0,0.6931471805599453
flat,sector 78,0.9,3.0,3.0,2,Moderately Old,1900.0,1.0,0.0,unfurnished,Medium,0.0004736842105263158,1.0,0.6418538861723948
flat,sector 92,1.0,4.0,4.0,3,Relatively New,2093.0,0.0,0.0,unfurnished,Low,0.00047778308647873863,1.0,0.6931471805599453
flat,sector 90,0.45,2.0,2.0,1,New Property,813.0,0.0,0.0,semiunfurnished,Low,0.0005535055350553505,1.0,0.37156355643248307
flat,sector 92,1.83,4.0,3.0,3,New Property,2091.0,1.0,0.0,unfurnished,High,0.0008751793400286945,0.75,1.0402767116551463
flat,sector 63a,1.4,2.0,2.0,2,Under Construction,1603.0,0.0,0.0,unfurnished,Low,0.0008733624454148471,1.0,0.8754687373538999
flat,sector 67,3.4,3.0,4.0,3,Relatively New,2169.0,1.0,0.0,semiunfurnished,High,0.0015675426463808205,1.3333333333333333,1.4816045409242153
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1406.0,1.0,0.0,unfurnished,Medium,0.000995732574679943,1.0,0.8754687373538999
flat,sector 70a,1.6,3.0,3.0,3,New Property,2045.0,1.0,0.0,unfurnished,Medium,0.0007823960880195599,1.0,0.9555114450274363
flat,sector 107,0.8,2.0,2.0,3+,New Property,1229.0,0.0,0.0,unfurnished,Medium,0.0006509357200976404,1.0,0.5877866649021191
flat,sector 82,1.28,3.0,3.0,3,Relatively New,1800.0,0.0,0.0,semiunfurnished,High,0.0007111111111111111,1.0,0.8241754429663494
flat,sector 85,0.8,3.0,4.0,3,Relatively New,1390.0,1.0,0.0,semiunfurnished,Low,0.0005755395683453237,1.3333333333333333,0.5877866649021191
flat,sector 69,1.4,3.0,3.0,2,Relatively New,1419.0,0.0,0.0,unfurnished,High,0.0009866102889358702,1.0,0.8754687373538999
flat,sector 107,1.39,3.0,4.0,3+,Relatively New,2217.0,1.0,0.0,semiunfurnished,High,0.0006269733874605322,1.3333333333333333,0.8712933659434192
flat,sector 91,1.8,4.0,3.0,3+,Relatively New,3012.0,0.0,0.0,furnished,Low,0.000597609561752988,0.75,1.0296194171811581
flat,sector 52,1.4,3.0,3.0,3+,Relatively New,2986.0,0.0,0.0,semiunfurnished,Medium,0.0004688546550569323,1.0,0.8754687373538999
flat,sector 28,2.35,3.0,4.0,3,Old Property,1700.0,1.0,0.0,semiunfurnished,High,0.0013823529411764706,1.3333333333333333,1.208960345836975
flat,sector 86,1.25,3.0,4.0,3+,Relatively New,1736.0,1.0,0.0,unfurnished,Medium,0.0007200460829493088,1.3333333333333333,0.8109302162163288
flat,sector 70a,1.55,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,unfurnished,Low,0.00096875,1.0,0.9360933591703348
flat,sector 95,0.72,3.0,3.0,2,Relatively New,1800.0,0.0,0.0,unfurnished,Low,0.00039999999999999996,1.0,0.5423242908253616
house,sector 8,0.62,3.0,1.0,0,Old Property,550.0,0.0,0.0,unfurnished,Low,0.0011272727272727272,0.3333333333333333,0.48242614924429267
flat,sector 107,0.36,2.0,2.0,2,Relatively New,710.0,0.0,0.0,unfurnished,Low,0.0005070422535211267,1.0,0.3074846997479606
flat,sector 37,0.98,3.0,4.0,3,Relatively New,1796.0,1.0,0.0,unfurnished,Low,0.0005456570155902004,1.3333333333333333,0.6830968447064438
flat,sector 93,0.38,2.0,2.0,2,Relatively New,772.0,0.0,0.0,unfurnished,Low,0.0004922279792746114,1.0,0.3220834991691133
flat,sector 104,2.3,3.0,4.0,3+,New Property,2973.0,1.0,0.0,unfurnished,High,0.0007736293306424486,1.3333333333333333,1.1939224684724343
flat,sector 93,0.36,2.0,2.0,2,Relatively New,706.0,0.0,0.0,unfurnished,Low,0.0005099150141643059,1.0,0.3074846997479606
house,sector 9,0.22,2.0,2.0,2,Relatively New,43.0,0.0,0.0,unfurnished,Low,0.005116279069767442,1.0,0.19885085874516517
house,sector 4,3.25,3.0,3.0,2,Old Property,2250.0,0.0,0.0,unfurnished,Low,0.0014444444444444444,1.0,1.4469189829363254
flat,sector 63,3.4,3.0,3.0,3+,New Property,3058.0,0.0,0.0,unfurnished,High,0.0011118378024852845,1.0,1.4816045409242153
flat,sector 113,1.75,2.0,2.0,3,Relatively New,1415.0,0.0,0.0,unfurnished,Medium,0.0012367491166077739,1.0,1.0116009116784799
flat,sector 69,1.46,3.0,3.0,2,Relatively New,1419.0,0.0,0.0,semiunfurnished,High,0.0010288935870331219,1.0,0.9001613499442713
flat,sector 104,0.26,1.0,1.0,2,Relatively New,301.0,0.0,0.0,unfurnished,Medium,0.0008637873754152824,1.0,0.2311117209633866
flat,sector 60,2.65,3.0,4.0,3+,Moderately Old,2037.0,1.0,0.0,semiunfurnished,High,0.0013009327442317132,1.3333333333333333,1.2947271675944
flat,sector 102,1.1,2.0,2.0,1,Relatively New,915.0,0.0,0.0,unfurnished,Low,0.0012021857923497268,1.0,0.7419373447293773
flat,sector 76,1.92,3.0,3.0,2,Under Construction,1672.0,0.0,0.0,unfurnished,Medium,0.0011483253588516747,1.0,1.0715836162801904
flat,sohna road,1.65,3.0,3.0,0,Relatively New,1228.0,0.0,0.0,unfurnished,Medium,0.0013436482084690554,1.0,0.9745596399981308
flat,sohna road,0.71,2.0,2.0,3+,Relatively New,1206.0,0.0,0.0,unfurnished,Low,0.0005887230514096185,1.0,0.5364933705145685
house,sector 3,0.9,3.0,1.0,0,Old Property,1008.0,0.0,0.0,unfurnished,Low,0.0008928571428571428,0.3333333333333333,0.6418538861723948
flat,sector 59,6.75,4.0,4.0,2,New Property,2731.0,1.0,0.0,unfurnished,Low,0.002471622116440864,1.0,2.0476928433652555
flat,sector 84,1.01,3.0,3.0,2,Relatively New,1475.0,0.0,0.0,unfurnished,Low,0.0006847457627118644,1.0,0.6981347220709844
flat,sector 85,1.1,2.0,2.0,3+,Relatively New,1574.0,0.0,1.0,unfurnished,High,0.0006988564167725541,1.0,0.7419373447293773
flat,sohna road,0.25,2.0,2.0,1,Relatively New,625.0,0.0,0.0,unfurnished,Medium,0.0004,1.0,0.22314355131420974
flat,sector 67a,1.5,2.0,2.0,2,Relatively New,1752.0,0.0,1.0,semiunfurnished,Low,0.0008561643835616438,1.0,0.916290731874155
house,sector 50,10.0,5.0,7.0,2,Moderately Old,7000.0,1.0,0.0,furnished,Low,0.0014285714285714286,1.4,2.3978952727983707
flat,sohna road,0.4,2.0,2.0,1,New Property,680.0,0.0,0.0,semiunfurnished,Low,0.0005882352941176471,1.0,0.3364722366212129
house,sector 4,0.47,3.0,4.0,0,Moderately Old,1350.0,0.0,0.0,unfurnished,Low,0.0003481481481481481,1.3333333333333333,0.38526240079064494
flat,sector 92,1.08,4.0,4.0,2,New Property,1880.0,1.0,0.0,unfurnished,High,0.0005744680851063831,1.0,0.7323678937132266
flat,sector 104,2.6,4.0,4.0,3+,Relatively New,2834.0,1.0,0.0,unfurnished,High,0.0009174311926605505,1.0,1.2809338454620642
flat,sector 69,2.07,3.0,3.0,3,Relatively New,1630.0,0.0,0.0,unfurnished,Low,0.0012699386503067483,1.0,1.1216775615991057
flat,dwarka expressway,1.3,3.0,3.0,2,Under Construction,1295.0,0.0,0.0,unfurnished,Low,0.001003861003861004,1.0,0.832909122935104
flat,sector 61,2.6,3.0,3.0,2,New Property,1766.0,0.0,0.0,unfurnished,Low,0.0014722536806342015,1.0,1.2809338454620642
house,sector 43,2.15,1.0,1.0,0,Moderately Old,1650.0,0.0,0.0,unfurnished,Low,0.001303030303030303,1.0,1.1474024528375417
flat,sector 61,1.55,2.0,2.0,1,Under Construction,1034.0,0.0,0.0,unfurnished,Low,0.0014990328820116054,1.0,0.9360933591703348
flat,sector 33,1.35,3.0,2.0,3+,New Property,1401.0,0.0,0.0,unfurnished,Low,0.0009635974304068523,0.6666666666666666,0.8544153281560676
flat,sector 33,1.35,3.0,2.0,3+,Under Construction,1475.0,0.0,0.0,unfurnished,Low,0.0009152542372881356,0.6666666666666666,0.8544153281560676
flat,sector 102,1.8,3.0,3.0,3,Relatively New,1522.0,0.0,0.0,unfurnished,Low,0.0011826544021024967,1.0,1.0296194171811581
flat,sector 102,1.3,3.0,3.0,3,Relatively New,1492.0,1.0,0.0,unfurnished,Medium,0.0008713136729222521,1.0,0.832909122935104
flat,sector 79,1.72,3.0,4.0,3+,Relatively New,1811.0,1.0,0.0,semiunfurnished,High,0.0009497515184980674,1.3333333333333333,1.000631880307906
flat,sector 107,0.27,2.0,2.0,2,Relatively New,635.0,0.0,0.0,unfurnished,Low,0.0004251968503937008,1.0,0.2390169004704999
flat,sector 103,1.34,3.0,3.0,3+,Relatively New,1681.0,0.0,0.0,unfurnished,Medium,0.0007971445568114218,1.0,0.8501509293696101
flat,sector 68,0.84,2.0,2.0,2,New Property,1180.0,0.0,0.0,unfurnished,Low,0.0007118644067796609,1.0,0.6097655716208942
flat,sector 66,3.0,3.0,3.0,2,Relatively New,1950.0,1.0,0.0,unfurnished,High,0.0015384615384615385,1.0,1.3862943611198906
flat,sector 49,4.79,5.0,5.0,3+,Relatively New,3702.0,1.0,0.0,unfurnished,Low,0.0012938951917882227,1.0,1.7561322915849038
flat,sector 33,1.45,3.0,2.0,3+,Under Construction,118.0,0.0,0.0,unfurnished,High,0.012288135593220338,0.6666666666666666,0.8960880245566356
flat,sector 89,0.85,2.0,2.0,2,Under Construction,1432.0,0.0,0.0,unfurnished,Low,0.0005935754189944134,1.0,0.6151856390902334
flat,sector 63,4.49,4.0,4.0,3+,New Property,3150.0,0.0,0.0,semiunfurnished,High,0.0014253968253968255,1.0,1.7029282555214391
flat,sector 113,2.33,3.0,3.0,3,New Property,2098.0,1.0,0.0,unfurnished,High,0.0011105815061963776,1.0,1.2029723039923523
flat,sector 58,4.0,3.0,4.0,3,Old Property,2164.0,1.0,0.0,semiunfurnished,Low,0.0018484288354898336,1.3333333333333333,1.6094379124341003
flat,sector 65,2.9,4.0,4.0,3+,Relatively New,1975.0,1.0,0.0,semiunfurnished,High,0.0014683544303797469,1.0,1.3609765531356006
flat,sohna road,0.3,2.0,2.0,2,Relatively New,558.0,0.0,0.0,unfurnished,Low,0.0005376344086021505,1.0,0.262364264467491
flat,sector 102,0.47,2.0,2.0,1,Relatively New,630.0,0.0,1.0,unfurnished,High,0.000746031746031746,1.0,0.38526240079064494
flat,sector 95,0.96,3.0,3.0,3,New Property,2009.0,0.0,1.0,unfurnished,Low,0.0004778496764559482,1.0,0.6729444732424258
flat,sector 90,1.27,3.0,3.0,3+,Relatively New,1500.0,0.0,0.0,unfurnished,Medium,0.0008466666666666667,1.0,0.8197798314933114
flat,sector 89,1.01,2.0,2.0,2,Under Construction,1432.0,0.0,0.0,unfurnished,Low,0.0007053072625698324,1.0,0.6981347220709844
house,sector 105,1.3,3.0,3.0,1,Old Property,1125.0,0.0,0.0,unfurnished,Low,0.0011555555555555555,1.0,0.832909122935104
flat,sector 107,0.5,3.0,2.0,2,Relatively New,837.0,0.0,0.0,unfurnished,Low,0.0005973715651135006,0.6666666666666666,0.4054651081081644
